http://ex.org/variable#0 http://www.ibm.com/timex#b_m_o_d_s http://ex.org/variable#4	1
http://ex.org/variable#0 http://www.ibm.com/timex#eq_bi_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#8	1
http://ex.org/variable#0 http://www.ibm.com/timex#mi_oi http://ex.org/variable#9	1
http://ex.org/variable#1 http://www.ibm.com/timex#o_d_s http://ex.org/variable#7	1
http://ex.org/variable#4 http://www.ibm.com/timex#bi_mi_oi_di_si http://ex.org/variable#0	1
http://ex.org/variable#4 http://www.ibm.com/timex#b_o_oi_d_di http://ex.org/variable#5	1
http://ex.org/variable#4 http://www.ibm.com/timex#eq_bi_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#8	1
http://ex.org/variable#4 http://www.ibm.com/timex#bi_mi_oi_di_si http://ex.org/variable#9	1
http://ex.org/variable#5 http://www.ibm.com/timex#bi_o_oi_d_di http://ex.org/variable#4	1
http://ex.org/variable#7 http://www.ibm.com/timex#oi_di_si http://ex.org/variable#1	1
http://ex.org/variable#8 http://www.ibm.com/timex#eq_b_m_o_oi_d_di_s_si_f_fi http://ex.org/variable#0	1
http://ex.org/variable#8 http://www.ibm.com/timex#eq_b_m_o_oi_d_di_s_si_f_fi http://ex.org/variable#4	1
http://ex.org/variable#8 http://www.ibm.com/timex#oi_d http://ex.org/variable#9	1
http://ex.org/variable#9 http://www.ibm.com/timex#m_o http://ex.org/variable#0	1
http://ex.org/variable#9 http://www.ibm.com/timex#b_m_o_d_s http://ex.org/variable#4	1
http://ex.org/variable#9 http://www.ibm.com/timex#o_di http://ex.org/variable#8	1
