http://ex.org/variable#1 http://www.ibm.com/timex#b_o http://ex.org/variable#4	1
http://ex.org/variable#1 http://www.ibm.com/timex#b_m_o http://ex.org/variable#7	1
http://ex.org/variable#1 http://www.ibm.com/timex#bi_mi_o_oi_d_di_f_fi http://ex.org/variable#8	1
http://ex.org/variable#3 http://www.ibm.com/timex#eq_b_m_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#4	1
http://ex.org/variable#3 http://www.ibm.com/timex#eq_b_o_s_fi http://ex.org/variable#7	1
http://ex.org/variable#4 http://www.ibm.com/timex#bi_oi http://ex.org/variable#1	1
http://ex.org/variable#4 http://www.ibm.com/timex#eq_bi_m_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#3	1
http://ex.org/variable#4 http://www.ibm.com/timex#b_bi_m_o_oi_d_di_f_fi http://ex.org/variable#6	1
http://ex.org/variable#4 http://www.ibm.com/timex#eq_m_o_s_fi http://ex.org/variable#7	1
http://ex.org/variable#4 http://www.ibm.com/timex#eq_bi_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#8	1
http://ex.org/variable#6 http://www.ibm.com/timex#b_bi_mi_o_oi_d_di_f_fi http://ex.org/variable#4	1
http://ex.org/variable#7 http://www.ibm.com/timex#bi_mi_oi http://ex.org/variable#1	1
http://ex.org/variable#7 http://www.ibm.com/timex#eq_bi_oi_si_f http://ex.org/variable#3	1
http://ex.org/variable#7 http://www.ibm.com/timex#eq_mi_oi_si_f http://ex.org/variable#4	1
http://ex.org/variable#7 http://www.ibm.com/timex#eq_bi_mi_o_oi_d_di_s_si_f_fi http://ex.org/variable#8	1
http://ex.org/variable#8 http://www.ibm.com/timex#b_m_o_oi_d_di_f_fi http://ex.org/variable#1	1
http://ex.org/variable#8 http://www.ibm.com/timex#eq_b_m_o_oi_d_di_s_si_f_fi http://ex.org/variable#4	1
http://ex.org/variable#8 http://www.ibm.com/timex#eq_b_m_o_oi_d_di_s_si_f_fi http://ex.org/variable#7	1
